family_id,source_identity,exact_dataset_ids,source_commit_or_package,rights_status,raw_or_processed,prior_target_exposure,physical_system,source_conditions,independent_unit,group_count_or_reason,measured_observable,observable_unit,uncertainty_available,current_ewp_component,possible_observation_operator,existing_use,additional_legitimate_use,strongest_claim_level,direct_parameter_transfer_possible,source_conditioned_calibration_possible,retrospective_grouped_test_possible,utility_class,utility_rationale,primary_limitation,architecture_implication,selected_quantitative_lane,selection_or_exclusion_reason,supporting_artifact_ids
mo2023,mo2023,mo2023/forchheimer;mo2023/fig8a,2058d0e947ee9eb92c52d64f6165b810f1fb4732,preprint arXiv:2305.03911 (no journal DOI) | preprint arXiv:2305.03911,REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"1.1 §5.2 Mo Re overlay; P6 Forchheimer priors | 1.1 §5.2: Re 0.84-3.86 band (SPH conds mu=1e-3,rho=1000,d43)",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,mo2023/forchheimer;mo2023/fig8a,"1e-13 m2 (kD,kF); 1e-9 m2 (k1F) | bar/m; 1e-13 m2",n,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"1.1 §5.2 Mo Re overlay; P6 Forchheimer priors | 1.1 §5.2: Re 0.84-3.86 band (SPH conds mu=1e-3,rho=1000,d43)",NO_CURRENT_DECISION_RELEVANT_USE,CONSTRAINT_OR_CONTEXT,false,false,false,NO_CURRENT_DECISION_RELEVANT_USE,mo2023/forchheimer;mo2023/fig8a: 1.1 §5.2 Mo Re overlay; P6 Forchheimer priors; caveat: K1 UNITS CAVEAT (§5.3): Eq.2 needs [k1]=m but tables give 1e-9 m2; inconsistent ~1e4 vs Fig 8b -> do NOT use k1 quantitatively (author corresp pending),DATA_COVERAGE,evaluate source observable bridge; do not infer EWP equivalence,,mo2023/forchheimer;mo2023/fig8a: 1.1 §5.2 Mo Re overlay; P6 Forchheimer priors; caveat: K1 UNITS CAVEAT (§5.3): Eq.2 needs [k1]=m but tables give 1e-9 m2; inconsistent ~1e4 vs Fig 8b -> do NOT use k1 quantitatively (author corresp pending),PW_MANIFEST
mo2023_2,mo2023_2,mo2023_2/granulometry_table1;mo2023_2/k0_table2;mo2023_2/yield_strength_figs6_9;mo2023_2/fig3a_qdecay;mo2023_2/fig6_Ksweep_typeM;mo2023_2/sim_lines_figs7_9,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Elsevier, J. Food Eng. 2023 DOI 10.1016/j.jfoodeng.2023.111843 (paywalled); no code/data published",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,Carman-Kozeny k0 input; 3.1 | gate_mo2_k0_carman_kozeny (3.1 gate 1) | gate_mo2_fixed_flow_trends; 3.1 Fig 8 post-fit; RARE fixed-flow espresso data | 3.1 gate 2 (flow-decay verification twin target) | 3.1 (partition-K sensitivity) | 3.1 (model overlay curves for the future extraction solver),source-defined; not promoted to fold,not enumerated: unselected Phase-A context,mo2023_2/granulometry_table1;mo2023_2/k0_table2;mo2023_2/yield_strength_figs6_9;mo2023_2/fig3a_qdecay;mo2023_2/fig6_Ksweep_typeM;mo2023_2/sim_lines_figs7_9,um; - | m^2 | g; % | %; s; mm/s | -; g; %,n | y (3-replicate error bars),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,Carman-Kozeny k0 input; 3.1 | gate_mo2_k0_carman_kozeny (3.1 gate 1) | gate_mo2_fixed_flow_trends; 3.1 Fig 8 post-fit; RARE fixed-flow espresso data | 3.1 gate 2 (flow-decay verification twin target) | 3.1 (partition-K sensitivity) | 3.1 (model overlay curves for the future extraction solver),SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,mo2023_2/granulometry_table1;mo2023_2/k0_table2;mo2023_2/yield_strength_figs6_9;mo2023_2/fig3a_qdecay;mo2023_2/fig6_Ksweep_typeM;mo2023_2/sim_lines_figs7_9: Carman-Kozeny k0 input; 3.1; caveat: bimodal fine/coarse split at 100 um; distinct from the mo2023 arXiv PSD table,CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,mo2023_2/granulometry_table1;mo2023_2/k0_table2;mo2023_2/yield_strength_figs6_9;mo2023_2/fig3a_qdecay;mo2023_2/fig6_Ksweep_typeM;mo2023_2/sim_lines_figs7_9: Carman-Kozeny k0 input; 3.1; caveat: bimodal fine/coarse split at 100 um; distinct from the mo2023 arXiv PSD table,PW_MANIFEST
moroney2015,moroney2015,moroney2015/data,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Moroney et al. 2015, Chemical Engineering Science (Elsevier); DOI 10.1016/j.ces.2015.06.003; digitized/transcribed by Puckworks",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,primary-source provenance for moroney2016/moroney2019/cooper2021 parameters; a permeability anchor + bed-depth scaling (Fig 11) and the pressure-invariance result (Fig 12); fine+coarse extraction curves; measured kappa=3.1 and c_sat=212.4 cross-checks,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,moroney2015/data,kg m-3 ; mg/g ; um ; s ; g ; Pa ; m,partial (per-file evidence_strength + digitization cross-validation notes; no per-point error bars),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,primary-source provenance for moroney2016/moroney2019/cooper2021 parameters; a permeability anchor + bed-depth scaling (Fig 11) and the pressure-invariance result (Fig 12); fine+coarse extraction curves; measured kappa=3.1 and c_sat=212.4 cross-checks,TREND_OR_SIGN_TEST,CONSTRAINT_OR_CONTEXT,false,true,false,TREND_OR_SIGN_TEST,"moroney2015/data: primary-source provenance for moroney2016/moroney2019/cooper2021 parameters; a permeability anchor + bed-depth scaling (Fig 11) and the pressure-invariance result (Fig 12); fine+coarse extraction curves; measured kappa=3.1 and c_sat=212.4 cross-checks; caveat: Philips drip-filter chamber (60 g, 250 mL/min, ~1 L), NOT espresso brew ratio; Fig 8 y-calibration ESTIMATED (raster source); some figure series duplicate others (Fig 9=Fig 1; Fig 11/12 blue=Fig 3); a # provenance header rides on every file",MODEL_INPUT_REQUIREMENT,evaluate source observable bridge; do not infer EWP equivalence,,"moroney2015/data: primary-source provenance for moroney2016/moroney2019/cooper2021 parameters; a permeability anchor + bed-depth scaling (Fig 11) and the pressure-invariance result (Fig 12); fine+coarse extraction curves; measured kappa=3.1 and c_sat=212.4 cross-checks; caveat: Philips drip-filter chamber (60 g, 250 mL/min, ~1 L), NOT espresso brew ratio; Fig 8 y-calibration ESTIMATED (raster source); some figure series duplicate others (Fig 9=Fig 1; Fig 11/12 blue=Fig 3); a # provenance header rides on every file",PW_MANIFEST
moroney2016,moroney2016,moroney2016/table1;moroney2016/fig6,2058d0e947ee9eb92c52d64f6165b810f1fb4732,paper (DOI 10.1137/15M1036658),REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"item 1.4: surrogate parameters (a2=5.139, a3=0.473, eps=0.127) | item 1.4: reproduce exit curve (leading-order composite)",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,moroney2016/table1;moroney2016/fig6,mixed SI + um | nondimensional,n,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"item 1.4: surrogate parameters (a2=5.139, a3=0.473, eps=0.127) | item 1.4: reproduce exit curve (leading-order composite)",SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"moroney2016/table1;moroney2016/fig6: item 1.4: surrogate parameters (a2=5.139, a3=0.473, eps=0.127); caveat: fine-grind params; alpha*/beta* fitted; constant-dP baked in",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"moroney2016/table1;moroney2016/fig6: item 1.4: surrogate parameters (a2=5.139, a3=0.473, eps=0.127); caveat: fine-grind params; alpha*/beta* fitted; constant-dP baked in",PW_MANIFEST
moroney2019,moroney2019,moroney2019/table2,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Moroney et al. 2019 PLoS ONE (CC BY 4.0); cooper2021 Quantitative Cafe blog (errata, author-confirmed)",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,transcription-check target (reproduce 1-D two-grain c_exit RMSE 5.81/6.23 kg m^-3 from CORRECTED h_sl); two Delta-p permeability cross-check anchors,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,moroney2019/table2,m ; - ; kg m^-3 ; m s^-1,n (point fits; no SD reported),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,transcription-check target (reproduce 1-D two-grain c_exit RMSE 5.81/6.23 kg m^-3 from CORRECTED h_sl); two Delta-p permeability cross-check anchors,SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"moroney2019/table2: transcription-check target (reproduce 1-D two-grain c_exit RMSE 5.81/6.23 kg m^-3 from CORRECTED h_sl); two Delta-p permeability cross-check anchors; caveat: h_sl_reported carries the paper's ~10^3 CFD-scaling error; use h_sl_corrected (=reported/965.3). Kinetics duplicate cameron2020 at lower fidelity; pre-dissolution IC overshoots saturation early; single Philips drip-brew dataset, not espresso",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"moroney2019/table2: transcription-check target (reproduce 1-D two-grain c_exit RMSE 5.81/6.23 kg m^-3 from CORRECTED h_sl); two Delta-p permeability cross-check anchors; caveat: h_sl_reported carries the paper's ~10^3 CFD-scaling error; use h_sl_corrected (=reported/965.3). Kinetics duplicate cameron2020 at lower fidelity; pre-dissolution IC overshoots saturation early; single Philips drip-brew dataset, not espresso",PW_MANIFEST
pannusch2024,pannusch2024,pannusch2024 (Mendeley repo);pannusch2024/table2_params;pannusch2024/experimental_kinetics,2058d0e947ee9eb92c52d64f6165b810f1fb4732,CC-BY-NC-3.0 (Mendeley 10.17632/y2tz67f6ry.1) | CC-BY-NC-3.0 (Mendeley 10.17632/y2tz67f6ry.1) / paper CC-BY,REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"item 1.8a (Table 2 params, PSD, control chart) - DEFERRED | item 1.8a closures: Sherwood A/B + van't Hoff K_ref/gamma + c_s0 per solute | post-fit reconstruction and future target-exposed campaign-separated transfer contract",physical_shot,4 primary March conditions; shots/analytes nested,pannusch2024 (Mendeley repo);pannusch2024/table2_params;pannusch2024/experimental_kinetics,"various | mixed (1, K, mg/mL) | s; g; mg/g; mg; percent; degC; mL/s",partial | n | physical shots retained; 3 fit shots/condition; exact exclusion register,source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"item 1.8a (Table 2 params, PSD, control chart) - DEFERRED | item 1.8a closures: Sherwood A/B + van't Hoff K_ref/gamma + c_s0 per solute | post-fit reconstruction and future target-exposed campaign-separated transfer contract",DIRECT_RETROSPECTIVE_PREDICTIVE_EVALUATION,SOURCE_INTERNAL_TARGET_EXPOSED_GROUPED_COMPARISON,false,true,true,DIRECT_RETROSPECTIVE_PREDICTIVE_EVALUATION,"pannusch2024 (Mendeley repo);pannusch2024/table2_params;pannusch2024/experimental_kinetics: item 1.8a (Table 2 params, PSD, control chart) - DEFERRED; caveat: kinetics covered via schmieder2023; Table 2 in .mat as MATLAB table objects (scipy cannot parse) - transcribe at 1.8a; see pannusch2024/PROVENANCE.md",TARGET_EXPOSURE_CLAIM_LIMIT,evaluate source observable bridge; do not infer EWP equivalence,L-FRAC,exact predecessor reuse,PW_MANIFEST;PANN_AGG
perticarini2024,perticarini2024,perticarini2024/ey_tds_cibao;perticarini2024/bed_height_time;perticarini2024/granulometry_params,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"Universita degli Studi di Camerino PhD thesis (Perticarini 2024), deposited 28 Feb 2024; no DOI, no explicit licence stated -- transcribed table values only, under academic quotation; no code or figures reproduced",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,NONE YET -- held for the multi-class extraction backlog; no component consumes it (perticarini2024 verdict is implement-later) | NONE YET -- geometry context for the above | NONE YET -- carries the factor-2 a_s convention flag per the card,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,perticarini2024/ey_tds_cibao;perticarini2024/bed_height_time;perticarini2024/granulometry_params,degC; bar; s; percent | mm; s | um; dimensionless; s,y (TDS standard deviation over 3 repeat extractions) | n (means only; no spread published) | n (single values),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,NONE YET -- held for the multi-class extraction backlog; no component consumes it (perticarini2024 verdict is implement-later) | NONE YET -- geometry context for the above | NONE YET -- carries the factor-2 a_s convention flag per the card,SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"perticarini2024/ey_tds_cibao;perticarini2024/bed_height_time;perticarini2024/granulometry_params: NONE YET -- held for the multi-class extraction backlog; no component consumes it (perticarini2024 verdict is implement-later); caveat: 18 conditions for Cibao Altura: 5 granulometries incl. extra fine and extra coarse, T 90.4/93.4 degC, p 6/9 bar plus 12 bar on the two extreme grinds only. Extends the registry's grind envelope past egidi2024's Modoetia set in BOTH directions. EY is the thesis's own TDS x brew-ratio product, not an independent measurement -- implied beverage/dose ratio spans 1.95-2.07, consistent with the stated 40+/-2 g out of 20+/-0.1 g. Table 4.3 (Modoetia) is NOT transcribed: expected to duplicate egidi2024 Table 2 and unverified",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"perticarini2024/ey_tds_cibao;perticarini2024/bed_height_time;perticarini2024/granulometry_params: NONE YET -- held for the multi-class extraction backlog; no component consumes it (perticarini2024 verdict is implement-later); caveat: 18 conditions for Cibao Altura: 5 granulometries incl. extra fine and extra coarse, T 90.4/93.4 degC, p 6/9 bar plus 12 bar on the two extreme grinds only. Extends the registry's grind envelope past egidi2024's Modoetia set in BOTH directions. EY is the thesis's own TDS x brew-ratio product, not an independent measurement -- implied beverage/dose ratio spans 1.95-2.07, consistent with the stated 40+/-2 g out of 20+/-0.1 g. Table 4.3 (Modoetia) is NOT transcribed: expected to duplicate egidi2024 Table 2 and unverified",PW_MANIFEST
pocketscience2024,pocketscience2024,pocketscience2024/edge_ey_condition_means;pocketscience2024/lrr_scalars,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"used with author's permission (attribution/citation pocketscience2024 required); raw workbook kept local for size, derived summary tracked",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,offline validation target for a future radial two-zone bed_dynamics/extraction variant (reproduce edge-loss SIGN structure); prior-shaping caution for brewer2026.streamtube sigma | park beside foster2025 W_dead with a units/definition caveat (lumped retention scalar),source-defined; not promoted to fold,not enumerated: unselected Phase-A context,pocketscience2024/edge_ey_condition_means;pocketscience2024/lrr_scalars,% (extraction yield); fraction (outer mass / dose) | g water / g dose,partial (n=4-5 per condition; per-condition SD not transcribed) | n=5 mean only (no SD transcribed),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,offline validation target for a future radial two-zone bed_dynamics/extraction variant (reproduce edge-loss SIGN structure); prior-shaping caution for brewer2026.streamtube sigma | park beside foster2025 W_dead with a units/definition caveat (lumped retention scalar),SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"pocketscience2024/edge_ey_condition_means;pocketscience2024/lrr_scalars: offline validation target for a future radial two-zone bed_dynamics/extraction variant (reproduce edge-loss SIGN structure); prior-shaping caution for brewer2026.streamtube sigma; caveat: shot style confounded with grinder; two-zone radial only (no depth); section EY anchored to shot EY by construction; VST18xbrass cells absent (12 of 16); Gagne MC edge losses differ from raw means; label erratum carried (outer-to-TOTAL, not outer-to-inner); does NOT close G1 or G9",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"pocketscience2024/edge_ey_condition_means;pocketscience2024/lrr_scalars: offline validation target for a future radial two-zone bed_dynamics/extraction variant (reproduce edge-loss SIGN structure); prior-shaping caution for brewer2026.streamtube sigma; caveat: shot style confounded with grinder; two-zone radial only (no depth); section EY anchored to shot EY by construction; VST18xbrass cells absent (12 of 16); Gagne MC edge losses differ from raw means; label erratum carried (outer-to-TOTAL, not outer-to-inner); does NOT close G1 or G9",PW_MANIFEST
ribes2020,ribes2020,ribes2020/radial_ey,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"S. Ribes 2020 slide deck (Decent community); no DOI, not peer-reviewed",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,qualitative secondary target for a future radial bed_dynamics/extraction variant (reproduce outer/center ratio sign structure); G9 outlet-boundary context,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,ribes2020/radial_ey,% (EY); mm (radius),n (replicate count not provided; possibly n=1),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,qualitative secondary target for a future radial bed_dynamics/extraction variant (reproduce outer/center ratio sign structure); G9 outlet-boundary context,SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,ribes2020/radial_ey: qualitative secondary target for a future radial bed_dynamics/extraction variant (reproduce outer/center ratio sign structure); G9 outlet-boundary context; caveat: outlet-side paper filter changes flow distribution + fines retention + resistance at once (unseparable); zone-EY method undocumented so absolute EYs are not cross-source comparable; single machine/coffee/grind; 12 g in a 15 g basket (under-dosed),CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,ribes2020/radial_ey: qualitative secondary target for a future radial bed_dynamics/extraction variant (reproduce outer/center ratio sign structure); G9 outlet-boundary context; caveat: outlet-side paper filter changes flow distribution + fines retention + resistance at once (unseparable); zone-EY method undocumented so absolute EYs are not cross-source comparable; single machine/coffee/grind; 12 g in a 15 g basket (under-dosed),PW_MANIFEST
ribes2021,ribes2021,ribes2021/radial_ey,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"S. Ribes 2021 slide deck (Decent community); no DOI, not peer-reviewed",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,qualitative secondary target (outer deficit + contact-screen flattening); corroborates ribes2020/pocketscience2024,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,ribes2021/radial_ey,% (EY); mm (radius),n (replicate count not provided; possibly n=1),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,qualitative secondary target (outer deficit + contact-screen flattening); corroborates ribes2020/pocketscience2024,NO_CURRENT_DECISION_RELEVANT_USE,CONSTRAINT_OR_CONTEXT,false,false,false,NO_CURRENT_DECISION_RELEVANT_USE,"ribes2021/radial_ey: qualitative secondary target (outer deficit + contact-screen flattening); corroborates ribes2020/pocketscience2024; caveat: contact screen ABOVE the puck (inlet-side), 19 g in a 20 g basket; light-polish tamp confound in the no-screen arm; Pullman/no-screen area-weight slack (22.3 vs stated 21); vendor-adjacent (BPLUS under test)",DATA_COVERAGE,evaluate source observable bridge; do not infer EWP equivalence,,"ribes2021/radial_ey: qualitative secondary target (outer deficit + contact-screen flattening); corroborates ribes2020/pocketscience2024; caveat: contact screen ABOVE the puck (inlet-side), 19 g in a 20 g basket; light-polish tamp confound in the no-screen arm; Pullman/no-screen area-weight slack (22.3 vs stated 21); vendor-adjacent (BPLUS under test)",PW_MANIFEST
romancorrochano2015,romancorrochano2015,romancorrochano2015/table2,2058d0e947ee9eb92c52d64f6165b810f1fb4732,Roman-Corrochano et al. 2015 (CC BY 4.0; DOI'd version of record),REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,tamped-permeability data for wadsworth2026.permeability tamped-reconciliation (G9/P4); supersedes the thesis Table 6.1 transcription target,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,romancorrochano2015/table2,m^2 (K); kg m^-3 (bulk density),y (SD of triplicate beds; Tukey groups alpha=0.05),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,tamped-permeability data for wadsworth2026.permeability tamped-reconciliation (G9/P4); supersedes the thesis Table 6.1 transcription target,CONDITIONAL_PREDICTIVE_EVALUATION,CONSTRAINT_OR_CONTEXT,false,true,false,CONDITIONAL_PREDICTIVE_EVALUATION,"romancorrochano2015/table2: tamped-permeability data for wadsworth2026.permeability tamped-reconciliation (G9/P4); supersedes the thesis Table 6.1 transcription target; caveat: K-C equations non-predictive (take the table, skip the models); tamped/consolidated regime; d[3,2] per grind and consolidation constants live in the card, not this CSV",MODEL_INPUT_REQUIREMENT,evaluate source observable bridge; do not infer EWP equivalence,,"romancorrochano2015/table2: tamped-permeability data for wadsworth2026.permeability tamped-reconciliation (G9/P4); supersedes the thesis Table 6.1 transcription target; caveat: K-C equations non-predictive (take the table, skip the models); tamped/consolidated regime; d[3,2] per grind and consolidation constants live in the card, not this CSV",PW_MANIFEST
romancorrochano2017,romancorrochano2017,romancorrochano2017/tamped_kappa;romancorrochano2017/deff_table4_9;romancorrochano2017/partition_K_table4_10;romancorrochano2017/hindrance_table4_8;romancorrochano2017/Db_table3_4;romancorrochano2017/mpe_table5_3;romancorrochano2017/fig5_11_mpe;romancorrochano2017/fig5_13_mpe;romancorrochano2017/fig7_4_espresso;romancorrochano2017/y0_extractable,2058d0e947ee9eb92c52d64f6165b810f1fb4732,University of Birmingham e-theses (open access; non-commercial research use); no DOI,REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,G9 permeability target; §5.5; permeability card is DATA-ONLY | 3.5 bed gate (microstructural non-fitted Deff) | 3.5 K(T) | 3.5 Deff<->microstructure | 3.5 (bulk diffusivity reference) | 3.5 stirred-vessel target | 3.5 stirred-vessel (1-Deff case) | 3.5 stirred-vessel target (4-Deff / ~5-8%) | 3.5 parameter-free bed gate (<=14%) | gate_roman_y0_ceiling_sizeexclusion: §5.5 nested ceilings + P3 hyp #4 size-exclusion,source-defined; not promoted to fold,not enumerated: unselected Phase-A context,romancorrochano2017/tamped_kappa;romancorrochano2017/deff_table4_9;romancorrochano2017/partition_K_table4_10;romancorrochano2017/hindrance_table4_8;romancorrochano2017/Db_table3_4;romancorrochano2017/mpe_table5_3;romancorrochano2017/fig5_11_mpe;romancorrochano2017/fig5_13_mpe;romancorrochano2017/fig7_4_espresso;romancorrochano2017/y0_extractable,m^2 | x1e-11 m^2/s @80C | - (K); C (T) | - | m^2/s @80C | % | x1e-6 m^3/s; C; kg/m^3; % | kg SS/100 kg RGC (=%),y (+/-1 SD; ANOVA/Tukey sig letters) | y (+/-1 SD; decaf rows none) | n (fit R^2=0.91) | partial (hg_single rows lack SD) | n (vhigh is a range) | n | y (Qave/Tave +/-1 SD) | partial (PsiA +/-0.4; derived rows none),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,G9 permeability target; §5.5; permeability card is DATA-ONLY | 3.5 bed gate (microstructural non-fitted Deff) | 3.5 K(T) | 3.5 Deff<->microstructure | 3.5 (bulk diffusivity reference) | 3.5 stirred-vessel target | 3.5 stirred-vessel (1-Deff case) | 3.5 stirred-vessel target (4-Deff / ~5-8%) | 3.5 parameter-free bed gate (<=14%) | gate_roman_y0_ceiling_sizeexclusion: §5.5 nested ceilings + P3 hyp #4 size-exclusion,SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,romancorrochano2017/tamped_kappa;romancorrochano2017/deff_table4_9;romancorrochano2017/partition_K_table4_10;romancorrochano2017/hindrance_table4_8;romancorrochano2017/Db_table3_4;romancorrochano2017/mpe_table5_3;romancorrochano2017/fig5_11_mpe;romancorrochano2017/fig5_13_mpe;romancorrochano2017/fig7_4_espresso;romancorrochano2017/y0_extractable: G9 permeability target; §5.5; permeability card is DATA-ONLY; caveat: 4 grinds x 3 densities; PsiE non-monotone in density (thesis notes kappa noisy at coarsest); NOT a K-C validation (K-C closures are poorer than wadsworth2026.inertial),CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,romancorrochano2017/tamped_kappa;romancorrochano2017/deff_table4_9;romancorrochano2017/partition_K_table4_10;romancorrochano2017/hindrance_table4_8;romancorrochano2017/Db_table3_4;romancorrochano2017/mpe_table5_3;romancorrochano2017/fig5_11_mpe;romancorrochano2017/fig5_13_mpe;romancorrochano2017/fig7_4_espresso;romancorrochano2017/y0_extractable: G9 permeability target; §5.5; permeability card is DATA-ONLY; caveat: 4 grinds x 3 densities; PsiE non-monotone in density (thesis notes kappa noisy at coarsest); NOT a K-C validation (K-C closures are poorer than wadsworth2026.inertial),PW_MANIFEST
schmieder2023,schmieder2023,schmieder2023/kinetics_fit_params_avg;schmieder2023/kinetics_fit_params_reps;schmieder2023/cup_masses;schmieder2023/raw_fractions;schmieder2023/rsm_coefficients,2058d0e947ee9eb92c52d64f6165b810f1fb4732,"open access CC-BY (Foods 12,2871; DOI 10.3390/foods12152871)",REGISTERED_SOURCE_ARTIFACT,TARGET_EXPOSED_RETROSPECTIVE_COMPARISON_DATA,espresso/coffee source-defined,"RC-4 / item 1.8a: reproduce fit c0,lambda (post-fit); liang/cameron ceiling context | RC-4 spread / replicate stats | item 1.8a: schmieder Table 2 cup masses within RSD (independent of kinetics fit, same apparatus) | RC-4 raw kinetics (concentration vs cumulative EC mass) | context only (machine/grinder-specific regression)",source-defined; not promoted to fold,not enumerated: unselected Phase-A context,schmieder2023/kinetics_fit_params_avg;schmieder2023/kinetics_fit_params_reps;schmieder2023/cup_masses;schmieder2023/raw_fractions;schmieder2023/rsm_coefficients,mg/g (TDS g/g); g | mg (TDS g); ml/s; C; bar | g; mg/g | mg (TDS g) mixed per term,y (SE) | n (RSD in paper) | n | n (adj R2 reported),source-dependent; no automatic input transfer,source-native units retained; explicit EWP bridge required,"RC-4 / item 1.8a: reproduce fit c0,lambda (post-fit); liang/cameron ceiling context | RC-4 spread / replicate stats | item 1.8a: schmieder Table 2 cup masses within RSD (independent of kinetics fit, same apparatus) | RC-4 raw kinetics (concentration vs cumulative EC mass) | context only (machine/grinder-specific regression)",SOURCE_MODEL_REPRODUCTION,CONSTRAINT_OR_CONTEXT,false,true,false,SOURCE_MODEL_REPRODUCTION,"schmieder2023/kinetics_fit_params_avg;schmieder2023/kinetics_fit_params_reps;schmieder2023/cup_masses;schmieder2023/raw_fractions;schmieder2023/rsm_coefficients: RC-4 / item 1.8a: reproduce fit c0,lambda (post-fit); liang/cameron ceiling context; caveat: authoritative averaged fits; Exp7 caffeine c0=9.70981 lambda=23.09434 == card",CROSS_SOURCE_INCOMPATIBILITY,evaluate source observable bridge; do not infer EWP equivalence,,"schmieder2023/kinetics_fit_params_avg;schmieder2023/kinetics_fit_params_reps;schmieder2023/cup_masses;schmieder2023/raw_fractions;schmieder2023/rsm_coefficients: RC-4 / item 1.8a: reproduce fit c0,lambda (post-fit); liang/cameron ceiling context; caveat: authoritative averaged fits; Exp7 caffeine c0=9.70981 lambda=23.09434 == card",PW_MANIFEST
